"ID","propertyCode","propertyName","propertyAddress","propertyCity","propertyState","propertyZip","propertyPhone","propertyFax","propertyEmail","propertyImage","propertyURL","propertyStatus","propertyPriceRange","propertyUnitType","propertySpecial","propertyMercial","propertyDescription","propertyHours","propertyPetPolicy","propertyDirections","propertyTheme","validation"
165,"301CHA","Chase Oaks","7816 Southside Blvd","Jacksonville","FL","32256","(904)565-1820","(904)565-9834","chaseoaks@amcllc.net","chaseoaks.jpg","http://www.chaseoaksapartments.com/","Active","starting as low as $599","1-3 Bedroom","Spring Into Some Blooming Specials!","","Chase Oaks Apartment Homes, located in Southside of Jacksonville, FL, is within minutes of everything you will need for the perfect Florida lifestyle; fantastic golf courses, upscale shopping, fine dining, the Southside&rsquo;s entertainment district, beaches, and downtown Jacksonville, FL. Take a walk around our luxury apartment community or down Southside for a great dinner; play tennis on one of Chase Oak&rsquo;s two tennis courts or work out in our state of the art fitness center; take a dip in one of our two pools or relax in our beautiful clubhouse; it is all up to you at Chase Oaks Apartment Homes. Chase Oaks Apartment offers a lifestyle surpassed by none in JAX. In addition, Chase Oaks Apartments is nearby Florida Community College at Jacksonville (FCCJ), University of North Florida (UNF), and Florida Coastal Law School. Forget your traffic woes because Florida I-95, J. Turner Butler Boulevard and 9A are easily accessible. Chase Oaks Apartments is much more than apartment living; we are a home for life. ","Monday &ndash; Friday: 9:00AM to 6:00 Saturday: 10:00 AM to 5:00 PM Sunday: 1:00 PM to 5:00 PM","Breed Restrictions- ask office for details","","Blue_Theme.css",""
167,"161PSQ","Paradise Square","4801 Harrison Drive","Las Vegas","NV","89121","(702)456-6525","(702)456-8604","paradisesquare@amcllc.net","paradisesquare.jpg","http://www.paradisesquareapts.com/","Active","$599-$890","Studio-2 Bedroom","","","Luxurious apartment homes of Paradise Square in exhilarating Las Vegas, Nevada are quietly situated across from Paradise Park and conveniently near McCarran International Airport, University of Nevada-Las Vegas, golf courses, restaurants, entertainment and shopping. With seven spacious studio, one, two, and three-bedroom floor plans to choose from, finding an apartment home with the features and amenities to suit your lifestyle has never been easier. Hardwood floors are available in select units but all apartment homes are fully equipped with a private balcony or patio, electric gourmet kitchen, ceiling fans, walk-in closets and air conditioning. At Paradise Square you can surrender to the temptation of our glistening swimming pool, entertain guests in our lavish clubhouse or enjoy a massive cookout with friends and neighbors. Visit our photo gallery and see why Paradise Square is a perfect place to call home. You’ll find studio apartments for rent from $599 and two bedroom apartments for rent from $850. ","M - F 8a-6p
Sat 9a-5p
Sun 9a-5p","Pet Regulations: Pets Upon Approval
Details: Dogs under 25lbs.
","Check Website","Blue_Theme.css",""
168,"162TBA","Tierra Bella","10620 West Alexander Rd.","Las Vegas","NV","89129","(702)869-3700","(702)869-3702","tbamgr@amcllc.net","tierrabella.jpg","http://www.tierrabellaapts.com/","Active","$679, $799, $919","1, 2, and 3 Bedroom Apts.","1st Month Free on Select Apartment Homes. ","","<p><span style=""font-size: 12pt; font-family: &rsquo;Times New Roman&rsquo;""><span style=""font-size: 12pt; font-family: &rsquo;Times New Roman&rsquo;"">Gorgeous apartment homes at Tierra Bella are available and conveniently located just minutes away from shopping, fine dining and popular Las Vegas, Nevada entertainment. We offer three unique and spacious floor plans with designer features such as breakfast bars, pantries, private balconies or patios, washer and dryer, nine feet ceilings, vaulted ceilings and walk-in closets. Our first-class amenities are perfect for any type of lifestyle and you can take advantage of our sparkling swimming pool, heated hot spa or state-of-the-art fitness center. Take a tour through our photo gallery and come experience luxury living at Tierra Bella (702-869-3700).<br /><span>&nbsp;&nbsp;</span><span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</span><br />Gourmet Kitchens <br />Garbage Disposal <br />Dishwasher<br />Pantry <br />Deluxe oven/range with built in microwave <br />Frost-free refrigerator with ice maker <br /><br />Luxurious Apartments <br />Built-in Linen Storage <br />Full-size Washer / Dryer in unit <br />Central Air/Heating <br />Spacious Walk In Closets <br />Ceiling Fans <br />9ft Ceilings <br /><br />Custom Decorator Interiors <br />Oversized Roman Tub In Master Bath* <br />Oak Style Kitchen and Bath Cabinets <br />Mirrored Closet Doors* <br />Vaulted Ceilings <br />Ceramic Tile Entries <br /><br />Community Advantages <br />Gated Access <br />Assigned Parking <br />Disability Access<span>&nbsp; </span><br />Garages Available* <br />Easy Access to Freeways <br />High Speed Internet Access <br />State-Of-The-Art Fitness Center <br />Soothing Spa/Hot Tub <br />Shimmering Swimming Pools <br />Public Parks Nearby <br />Clubhouse </span></span></p>","<p>Conveniently Open 7 days a week 9:00 am to 6:00 pm</p>","<p>We gladly except that extra member of your family; call for details 702-869-3700 *restrictions apply*</p>","<p>Easily accesible taking the 215 North or South. Cheyenne exit, head Northwest. Cheyenne becomes Cliff Shadows Pkwy&nbsp;,continue heading north approx. 1 mile. Make a righ on W. Alexander&nbsp;, We are on the left hand side. Call&nbsp;for additional directions if needed.&nbsp;</p>","Blue_Theme.css",""
169,"163TRI","Tierra Ridge","6435 Grass Meadows Drive","Las Vegas","NV","89142","(702)871-0444","(702)871-5085","tierraridge@amcllc.net","tierraridge.jpg","http://www.tierraridgeapts.com","Active","$699-$1,300.00","1,2 and 3 Bedroom","Up to 1 month FREE!","","Gorgeous apartment homes at&nbsp;Tierra Ridge are available and conveniently located just minutes away from shopping, fine dining and popular Las Vegas, Nevada entertainment. We offer three unique and spacious floor plans with designer features such as breakfast bars, pantries, private balconies or patios, washer and dryer, nine feet ceilings, vaulted ceilings and walk-in closets. Our first-class amenities are perfect for any type of lifestyle and you can take advantage of our sparkling swimming pool, heated hot spa or state-of-the-art fitness center. Take a tour through our photo gallery and come experience luxury living at&nbsp;Tierra Ridge. You&rsquo;ll find one bedroom apartments for rent from $699, two bedrooms from&nbsp;$875&nbsp;and three bedroom apartments for rent from $1000. ","M-F 9a - 5p ","Pet Regulations: Pets Upon Approval Details: Tierra Ridge - $250 - $500 Pet Fee/$25 Pet Rent - 25lbs or Less ","Check Website","Tan_Theme.css",""
170,"164TVA","Tierra Villas","3540 North Hualapai","Las Vegas","NV","89129","(702)562-0613","(702)562-0615","tierravillas@amcllc.net","tierravillas.jpg","http://www.tierravillasapts.com","active","$679-$919.00","1,2 and 3 Bedrooms","rock bottom pricing and 1 moth free rent","","<p>TIERRA VILLAS IS A BEAUTIFUL COMMUNITY LOCATED CLOSE TO SHOPPING,FINE DINING AND THE FAMOUS LAS VEGAS STRIP.&nbsp; WE OFFER&nbsp;SPACIOUS FLOOR PLANS WITH DESIGNER FEATURES SUCH AS BREAKFAST BARS,WASHER/DRYER,WALK-IN CLOSETS,VAULTED CEILINGS.WE ALSO OFFER A SPARKING SWIMMING POOL/HEATED SPA,AND 24 HOUR STATE OF THE ART FITNESS CENTER.</p><p>CALL FOR MORE INFORMATION AT 702-562-0613.</p>","MONDAY-SUNDAY 9AM-6PM","<p>UNDER 30 LBS*</p><p>*RESTRICTIONS APPLY</p>","TAKE 215 AND EXIT CHEYENNE AND HEAD EAST FOR 1/2 MILE AND LEFT ON HUALAPAI AND WE ARE ON THE RIGHT","Blue_Theme.css",""
173,"129OAS","Oasis on the Highline","11135 E Alameda Ave #101","Aurora","CO","80012","(303)214-0299","(303)214-0301","oasisonthehighline@amcllc.net","oasisonthehighline.jpg","http://www.oasisonthehighlineapts.com","Active","$850 to $1026","1-2 Bedroom","3 months free pro-rated over lease!  No Deposit!","","The Oasis on the Highline is a quiet gated community located along the Highline Canal just minutes from I-225, Buckley and Fitzsimmons. We are a beautifully landscaped property surrounded by parks that you will want to call home. Besides having the BEST location, each apartment home has an attatched garage with remote,gas fireplace and new energy efficient appliances including washer and dryer, spacious kitchens made for entertainment. Call today to schedule an appointment to view your new home here at The Oasis on the Highline. ","Monday--Friday 8AM-5PM Saturday &amp;&nbsp;Sunday by appointment only.&nbsp;","$100 Pet Deposit and $200Pet fee. $20 per pet monthly rate. Dog and Cats Welcome. Breed Restrictions apply. ","From I-225, exit Alameda Avenue West. Drive approx. 3 miles. We are located on the right side, once you pass Lima make the very next right.&nbsp; We are behind the two communities. At stop sign, veer left through wrought iron gate/fence and continue ahead to leasing office bldg 11135 #101.","Sage_Theme.css",""
174,"304REF","Reflections at Carrollwood","11500 North Dale Mabry Hwy","Tampa ","FL","33618","(813)962-8337","(813)962-7479","reflections@amcllc.net.com","reflections.jpg","http://www.reflectionsatcarrollwood.com/","Active","$588-$856","1-2 Bedroom","Come Bloom With Us!  Great Spring Specials!","","Come see for yourself why Reflections at Carrollwood is an exceptional place to call home. Our community combines friendly service with the amenities you need and the location you desire. We are located in the heart of Carrollwood with the easy access to the airport, major business districts, fabulous shopping and entertainment. You&rsquo;ll love coming home to our beautiful lakeside setting, complete with walking areas and sparkling pool. Let us pamper you with excellent service, a convenient location and a luxurious setting. ","Monday through Friday 9:00 AM until 6:00 PM, Saturday 10:00 AM until 5:00 PM, Sunday 1:00 PM until 5:00 PM","No Aggressive Breeds.","From 275 take Dale Mabry Hwy North.&nbsp; Travel approximately 1 mile North of Busch Blvd, we are on the left just past Hudson Lane.","Sage_Theme.css",""
182,"601SOV","Somerset Village","3810 S Redwood Road ","West Valley City","UT","84119","(801)973-4250","(801)973-4977","somersetvillage@amcllc.net","somersetvillage.jpg","http://www.somersetvillageapts.net","Active","$649-1089","1-3 Bedrooms","Refer a Friend","","Big beautiful floor plans - ranging from 720 to 1500 square feet - and resort-like amenities make Somerset Village the place to live. Charming 2-story construction and beautiful landscaping are combined to create a friendly village setting. Indoor and outdoor pools, spa, and clubhouse with fitness center invite residents to relax and meet their neighbors. Call today to schedule a personal tour. ","M-F 9a-6p Sat 10a-3p Sun Closed ","We accept cats and dogs, limit two per apartment, no weight limit. There&rsquo;s a $300 pet deposit and $25 pet rent per month per pet.","From I-215 Exit 3500 South. Follow East Redwood Road, turn Right. Go South about 1 mile to 3800 South and turn Right. The entrance is on the Left. ","Tan_Theme.css",""
202,"404SAB","Villas Sabrina","4908 Coldwater Canyon Ave #210","Sherman Oaks ","CA","91423","(818) 760-2450","(818) 760-2450","villasabrina@amcllc.net","villasabrina.jpg","http://www.villasabrinaapts.com","Active","","Apartments","","","Conveniently located near Ventura Boulevard, Fashion Square Mall, and access to the 101 and 405 Freeways, this 32-unit gem has a low-profile and its residents like it that way.  The best feature is the quiet pool at the back of the property, surrounded by lounge chairs and a barbeque area for entertaining.  Most of the units are 2-story lofts with high, wood ceilings and open floorplans.  Modern amenities include central air and dishwashers. Laundry on-site.  Controlled access to buildings.  Gated, assigned, and covered parking.  Small pets welcome.","","Pets Welcome!","","Blue_Theme.css",""
138,"76LMA","Layton Meadows","540 W 1425 N","Layton","UT","84041","(801)825-1800","(801)825-1808","laytonmeadows@amcllc.net","laytonmeadows.jpg","http://www.laytonmeadowsapts.com","Active","$550-$800","1Bedroom-2 Bedroom-2 Bedroom Loft","$199.00 deposit (O.A.C) ","","<p>Sophistication, Style and Class in the heart of Layton. Layton Meadows is situated in the perfect location within walking distance to exceptional dining, shopping and theaters and just seconds from Hill Air Force Base. As you step into the remodeled apartment homes you will notice no detail has been overlooked. Visit our luxuriant community today! </p>","<p>Mon-Fri 9:00 to 6:00<br />Saturday 10:00 to 5:00&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </p>","Dogs and Cats Welcome! Deposit: $300&nbsp;and just $25 per month.&nbsp;","From I-15 going North, take exit #331 in Layton. Head East towards mountains on Hill Field Road. Follow just past shopping mall, turning left on 1425 North by Wells Fargo Bank. Our office is just ahead on your right. From I-15 going South, take exit #331 in Layton. Head east on Antelope Drive to Hill Field Road. Turn right heading South. Turn Right at the Wells Fargo Bank onto 1425 North. Our office is just ahead on your right.","Tan_Theme.css",""
157,"303HPL","Huntington Place","3201 Huntington Place Drive","Sarasota","FL","34237","(941)951-1033","(941)951-1892","huntingtonplace@amcllc.net","huntingtonplace.jpg","http://www.huntingtonplaceapartmenthomes.com","Active","$699-$949","1-2 Bedrooms 1-2 Baths","","","Huntington Place Apartment Homes facilitates a lifestyle of convenience and opportunity complete with abundant community amenities and an attentive staff to make sure your home here is just as you&rsquo;ve dreamed. ","Monday-Friday:&nbsp;8:30 am to&nbsp;5:30 pm Saturday: 10 am to 5 pm Sunday: 1 pm to 5 pm ","Large pets welcome- no agressive breeds","From I-75 go west on Fruitville, turn North onto Beneva. Then turn West on 12th, Huntington Place Apartment Homes is on the left. ","Blue_Theme.css",""
176,"131STV","The Artisan","9825 East Girard Ave","Denver ","CO","80231","(303)755-2978","(303)745-1578","leasing@stonecreekvillageamc.com","stonecreekvillage.jpg","http://www.theartisanapts.net","Active","$524-$925","1-3 Bedrooms","FREE RENT","","Spacious apartment homes and townhomes, as well as various amenities, are available at The Artisan! Models feature vaulted ceilings, large dine-in kitchens, fireplaces, cenral air-conditioning, and covered parking. Also available are the pool, the exercise room, and on-site laundry! The Artisan is within close distance to bus and light rail services and adjacent to Kennedy Ridge Golf course. Call today for a tour of your new home! ","M-F: 9:00 AM - 6:00 PM<br />Sat: 10:00 AM - 5:00 PM<br />Sun: 12:00 PM - 5:00 PM","Pets Allowed: Cats & Small Dogs ","From I-25: Exit onto Hampden and go east. Turn left at Florence. Arrive at Stone Creek Village at the end of the street. ","Tan_Theme.css",""
159,"158LME","Lake Mead Estates","2608 N Nellis Blvd","Las Vegas ","NV","89115","(702)438-7166","(702)438-9655","lakemeadestates@amcllc.net","lakemeadestates.jpg","http://www.lakemeadestatesapts.com","Active","$399-$499 Select Units","1-2 Bedrooms 1-2 Baths","$399 for a 1x1 / $499 for a 2x2 *Select Units","","Lake Mead Estates!&nbsp;Located in the Northeast area on the corner of North Nellis and Lake Mead Boulevard. Convenient and affordable we offer one and two bedroom apartments with spacious floor plans&nbsp;and private patios and balconies with storage. Full size washer and dryer included in each unit.&nbsp;Walking&nbsp;distance to shopping centers, restaurants and banks. Beautiful&nbsp;view of sunrise mountain.&nbsp;Home Foreclosure Buster! &nbsp;","Monday - Friday 8-5 Saturday 9 - 5 ","Pets Allowed Under&nbsp;25 lbs.","From I-15 exit East on Lake Mead Blvd. head straight to&nbsp;Nellis Blvd. turn left. &nbsp;","Tan_Theme.css",""
185,"604PKC","Park Capitol","215 North Main Street","Salt Lake City","UT","84103","(801)531-7275","(801)531-7280","parkcapitol@amcllc.net","parkcapitol.jpg","http://www.parkcapitolapts.com","Active","$694-$1334","Sutdio and 1 Bedroom","$99 Deposit This Week Only!","","Our charming studio, 1, and 2-bedroom floor plans are complemented by great amenities such as hardwood floors,&nbsp;washer and dryers, cozy fireplaces, covered parking and awesome views of the city and snow covered mountains. Experience all the perks of living in the city without all the hassles. Situated in a quiet residential area, Park Capitol Apartments is just minutes from everything. ","Monday-Friday: 9:00am to 6:00pm<br />Saturday: 10:00am to 2:00pm ","<p>We welcome your pets large and small&nbsp;with just a $300 pet deposit (1/2 refundable) and just $20 per month.</p>","","Sage_Theme.css",""
192,"605SME","Spring Meadows","4118 South 500 East","Salt Lake City","UT","84107","(801)262-7551","(801)262-5221","springmeadows@amcllc.net","murrayridge.jpg","http://www.murrayridgeapts.com","Inactive","$600-$850","1-2 Bedrooms","$99 Deposit & $300 OFF 1st Month","","Presenting Murray Ridge Apartments, which offers 1 and 2 bedroom apartment homes for rent. We welcome your pet, up to 40lbs. Muray Ridge has a playground area, laundry facility, basketball court, clubhouse, freeway and public transportation access, covered parking and two swimming pools. Your apartment home has air conditioning, internet access, cable or satellite availability, dishwasher, extra storage, fireplace (some)&nbsp;and walk-in closets. Short-term leases are available. Come home to Murray Ridge Apartments today! ","Mon-Fri 9-6<br />Sat - 10-3<br />Sun - Closed","Pets Welcome up to 40 lbs.","Exit I-15 on 4500 South, head east. At 500 East turn left. Continue driving north, approximately 4 blocks. We are located on the west side of the road.","Tan_Theme.css",""
203,"405SAR","Villa Sarah","1280N Laurel Ave #7","West Hollywood","CA","90046","(323) 654-6316","(323) 654-6452","villasarah@amcllc.net","villasarah.jpg","http://www.villasarahapts.com","Active","","","","","","","","","Blue_Theme.css",""
209,"801CR1","Crane Meadows","1501 N Lorelie Dr","Zion","IL","60099","(847)746-2211","(847)746-2552","cranemeadows@amcllc.net","cranemeadows.jpg","http://www.cranemeadowsapts.com","Active","$508-$658","Studio  1BR   2BR","Low Rents!!!","","Crane Meadows Apartment Homes has it all Tucked away in a quiet setting, Crane Meadows has the serenity you are looking for but with all the amenities that you deserve. We are just minutes to Gurnee Mills Mall, Six Flags Great America, Illinois Beach State Park, Great Lakes Naval Bases, &amp; More! We are near major business centers and close to I-94, I-294 and Rte 41. Commute to Chicago, Kenosha, Milwaukee! We&rsquo;re near it all! ","Sunday12:00 to 5:00<br />Monday10:00 to 6:00<br />Tuesday10:00 to 6:00<br />Wednesday10:00 to 6:00<br />Thursday10:00 to 6:00<br />Friday10:00 to 6:00<br />Saturday10:00 to 5:00","Pets AcceptedDeposit: 500<br />No monthly pet rent<br />$500 deposit per pet 2 pet limit<br />Breed Restriction","Take I-94 West and exit IL-173/Rosecrans Rd(East). Follow 4.6 miles to Lorelei Drive and make a left. Crane Meadows is on the right. ","Sage_Theme.css",""
217,"610CLN","Cherry Lane","2727 South 625 West","Bountiful","UT","84010","(801)296-6094","(801)296-2804","cherrylane@amcllc.net","cherrylane.jpg","http://www.cherrylaneut.com","Active","$765-$1015","Apartment Homes","$99 Deposit (OAC)","","<p>Take advantage of the charming atmosphere at Cherry Lane Apartments.&nbsp; Cherry Lane&rsquo;s 2 and 3 bedroom floorplans are sure to satisfy your desire for the perfect apartment home.&nbsp; Cherry Lane is just minutes to downtown and just minutes from outdoor recreation; saving you time and money. Come check out our stylish interiors. You&rsquo;ll be glad you did! </p>","Mon - Fri - 9:00 - 5:30<br />Saturday - CLOSED<br />Sunday - CLOSED","We welcome pets up to&nbsp;40 lbs with&nbsp;a&nbsp;$400.00 pet deposit (1/2 refundable) and just $25.00 per month. 2 pet maximum.","From Salt Lake City, take 1-15 north to exit 318. At exit 318, head east on 2600 South thru Highway 89 (500 West). Turn right on 625 West, and Cherry Lane is on your left. ","Tan_Theme.css",""
162,"157RET","The Retreat","4248 S. Spencer St.","Las Vegas","NV","89119","(702)650-2020","(702)650-2174","theretreat@amcllc.net","theretreat.jpg","http://www.theretreatapts.com","Active","$720 - $1,250","1, 2, & 3 Bedrooms","CALL FOR DETAILS ON OUR SPECIALS TO MOVE IN ON SELECTED 1&2 BEDROOMS!!! (LIMITED TIME ONLY)","","Our beautifully landscaped community is located in the heart of Las Vegas. Our&nbsp;location places you in one of the most valuable locations in the city, giving you easy access to Nevada&#39;s most beautiful and complete shopping centers, UNLV, schools, medical centers, churches, restaurants, just minutes away from the famous&nbsp;Las Vegas&nbsp;Strip and much more...&nbsp;Our community amenities include a pool, spa, playground, barbecue areas, fitness center with tanning bed and a business center with direct access to internet. Stop by, look and lease! ","Mon-Fri 8:00 to 5:00 Sat, Sun 9:00 to 5:00 ","<p>Pets allowed: Cats &amp;&nbsp; Dogs any size</p><p>Pet Restrictions: $200 fee, $25.00 monthly pet rent</p>","From I-15 take Flamingo east to Spencer. Turn right and we&rsquo;re on the left. ","Tan_Theme.css",""
166,"160MVA","Mountain Vista","3950 Moutain Vista St","Las Vegas ","NV","89121","(702)451-0023","(702)451-9572","mountainvista@amcllc.net","moutainvista.jpg","http://www.mountainvistaapts.com","Active","$599-849","1-3 Bedrooms","$99 move in (oac)","","Finding available Las Vegas, Nevada Apartments has just gotten even easier. Elegant apartment homes at&nbsp;Mountain Vista are conveniently located near 95 freeway, Boulder Highway, restaurants, shopping and popular entertainment. Living in Las Vegas does not get any better than this. Our spacious one and&nbsp;two apartments and three-bedroom&nbsp;townhomes feature private balconies or patios, hardwood or tile floors, an electric gourmet kitchen and plush wall-to-wall carpeting. First-class amenities at&nbsp;Mountain Vista are ideal for the active lifestyle. You can enjoy a refreshing swim in our sparkling pools, relax in our lavish clubhouses or engage in rigorous workout at our&nbsp;fitness center.&nbsp;Our premier design and attractive location create an uncompromising living environment. Visit our photo gallery to take a glimpse at all that&nbsp;Mountain Vista have to offer you. You&rsquo;ll find one bedroom apartments for rent from $600, two bedroom apartments for rent from $710 and three bedroom apartments for rent from $850.00 ","<p>Monday thru Sunday 9:00am - 6:00pm</p>","Pet Regulations: Pets Upon Approval contact the Leasing Office for details.","<p>The community is located at 3950 Mountain Vista Street, on the north side of Flamingo between Boulder Highway and the 95 freeway.</p>","Sage_Theme.css",""
172,"302GLA","The Glades","7524 Southside Blvd","Jacksonville","FL","32256","(904)642-7272","(904)642-4164","theglades@amcllc.net","theglades.jpg","http://thegladesapartments.com/index.html","Active","$599-$842","1-2 Bedrooms","Rent starting at $599.00 with $150.00 moves you in!! Call for details!","","The Glades is conveniently located on Southside Boulevard close to all major shopping malls, grocery stores and&nbsp;restaurants.&nbsp;When you live at The Glades you can enjoy our two refreshing pools, indoor racquetball court and a brand new state of the art fitness center and clubhouse.&nbsp;The clubhouse offers a full kitchen, pool table and a flat screen television that&#39;s available&nbsp;to our residents to rent out for parties, meetings and etc. You are sure to enjoy the nature preserve as well as the four lakes that are located right here on our property! It is a must see! ","<p>Mon.-Fri. 9-6</p><p>Sat. 10-5</p><p>Sun. 1-5</p><p>&nbsp;</p>","<p>Pets welcome: Limit of 2 pets per apartment.</p><p>$200.00 deposit</p><p>$200.00 pet fee</p>","From I-95, exit J. Turner Butler Boulevard east. On Butler Boulevard, exit South onto SR 115 (Southside Boulevard). On Southside Boulevard, go to the first traffic light, and turn right onto the acess road. The Glades is on your right.","Blue_Theme.css",""
189,"135CIT","Citadel Village ","913 North Chelton","Colorado Springs","CO","80909","(719)596-4834","(719)596-0247","citadelvillage@amcllc.net","citadelvillage.jpg","http://www.citadelvillageapts.com  ","Active","$499-$999","1-3 Bedrooms","","","The Citadel Village Apartment Homes offer great location, superior service and maintenance-free living. The grounds are well maintained and our friendly staff is always willing to lend a hand. If outdoor activities are desired, Pikes Peak and the Garden of the Gods await. These phenomenal attractions offer running trails, hiking, mountain biking, rock climbing, scenic views, picnic areas and a great place to gather with friends and family. This community is pet friendly too! ","Mon 09:00-05:00<br> 
Tues-Fri 09:00-06:00<br> 
Sat 10:00-04:00 ","We recognize that pets are part of the family. Two pets per apartment home. We accept cats and dogs with no weight limit. The pet fee is $200.00 for cats and $300.00 for dogs. We are pet friendly however; we do not accept certain breeds of dogs to include: Pit Bulls, Bull Terriers, American Staffordshire Terriers, Rottweilers, Akita, Chow, Doberman, German Shepherd, Husky, Presa Canario, and Wolf Hybrid. ","From Highway 24 East take Academy north to Galley Road and turn left. We are on the southeast coner of Galley and Chelton. From Highway 24 West make a right on Chelton Road. We are two blocks down on the right.

","Tan_Theme.css",""
194,"501CAH","Cantabria Hills","221 Upper Riverdale Road","Jonesboro","GA","30236","(770)991-1245","(770)966-5614","cantabriahills@amcllc.net","cantabriahills.jpg","http://www.cantabriahillsapts.com","Active","$699-$855","2-3 Bedrooms","","","Jonesboro&rsquo;s hidden treasure, Cantabria Hills hardwood flooring, a resort style swimming pool and a new state of the art Fitness Center. We are convieniently locate next to Interstate 75 at Tara Blvd and Upper Riverdale Rd. We have the right apartment home and features for you to enjoy. The only thing missing from Cantabria Hills Apartments is...YOU!
","Mon-Fri 9-6
Sat 10-5
Sun 1-5
","Pets accepted up to 35lbs with a $250.00 non-refundable pet fee.","Take I-75 South to exit 235. Take a right at the light and we are a 1/4 mile on the right. Or take I-75 N. to exit 235 and we&rsquo;re located 1 block off of Tara Blvd.","Blue_Theme.css",""
196,"503RWH","The Retreat At Windy Hill","2121 Windy Hill Road","Marietta","GA","30060","(770)436-6226","(770)432-1099","theretreatatwindyhill@amcllc.net","theretreatatwindyhill.jpg","http://www.theretreatatwindyhillapts.com","Active","$558-$715","1-2 Bedroom","","","Every detail of this unique community, from the beautifully landscaped grounds to the natural water lake, was carefully planned to ideally suit the contemporary lifestyle. The Retreat at Windy Hill includes a large open floor plan with oversized living rooms and large kitchens ready to meet your needs. Inside your home you will find such amenities as a wonderful gas stove, garbage disposal, dishwasher, frost free fridge, lots of closet space and a large patio or private deck. Select homes at The Retreat At Windy Hill also include the convenience of washer and dryer connections. The community of The Retreat At Windy Hill includes on-site laundry facilities, 24-hour on-site emergency maintenance, lighted tennis courts, a fitness center, cozy picnic areas, sparkling swimming pool and a spacious clubhouse. Come discover the best of country living at The Retreat At Windy Hill.","M-F 9:00-6:00
Sat 10-5
Sun. 1-5
","Large Pet Friendly","From 285, take Hwy. 41 (Cobb Pkwy.) north to Windy Hill Rd., turn left. We’’re on the right.

","Blue_Theme.css",""
197,"84REN","Renaissance at Carol Stream","201 Flame Drive","Carol Stream","IL","60188","(630)653-0810","(630)653-4895","renaissanceatcarolstream@amcllc.net","renaissanceatcarolstream.jpg","http://www.renaissanceatcarolstream.com","Active","$769-$939","1-2 Bedroom","Move-in by February 15th  and receive 1st month FREE!!!","","Relax - pull up a chair on your patio or by the pool or head for the fitness center. Whatever you choose, you&rsquo;ll be glad you moved into Renaissance at Carol Stream! Our spacious apartment homes have fully equipped kitchens, spacious great rooms and plenty of closet space. You&rsquo;ll enjoy an outstanding view from your private patio or balcony. Your pets are welcome, too. Our convenient Carol Stream location places you in the heart of the desirable Wheaton school district, close to Stratford Square Mall, parks, dining and a wide variety of recreational facilities. Call today to schedule your personal tour. ","Mon-Fri 10:00 to 6:00 Saturday 10:00 to 5:00 Sunday 12:00 to 5:00 ","Call for Policy","We are located at the southwest corner of President Street and North Avenue (Rt 64), just three miles west of I-355. From I-355 take the North Avenue exit; go west 2.5 miles to President Street (stop light here); then turn left (south) to Flame Drive, which is the second stop light; follow signs to our Leasing Center. Please feel free to call if we can assist with customized directions. ","Blue_Theme.css",""
