"ID","propertyCode","propertyName","propertyAddress","propertyCity","propertyState","propertyZip","propertyPhone","propertyFax","propertyEmail","propertyImage","propertyURL","propertyStatus","propertyPriceRange","propertyUnitType","propertySpecial","propertyMercial","propertyDescription","propertyHours","propertyPetPolicy","propertyDirections","propertyTheme","validation"
85,"99CCA","Covina Court","1821 East Covina","Mesa","AZ","85203","(480) 962-1237","(480) 962-1974","covinacourt@amcllc.net","covinacourt.jpg","http://www.covinacourtapartments.com","Active","$590-$695","1-2 Dormitorios","199,00 Mueve-En","","Bienvenido a Apartamentos de Tribunal de Covina. Descubra la elección perfecta para su nuevo hogar. La ubicación principal para su comodidad para gozar una gran variedad de conveniencias de comunidad -- haciendo de compras, los bancos, la oficina de correos, los restaurantes y el entretenimiento. Si usted ha estado buscando para una comunidad que ofrece vivir cómodo en precios económicos, entonces mira no aún más que Apartamentos de Tribunal de Covina. ","El lunes - el viernes 9:00 a 6:00<br>
El sábado 10:00 a 4:00<br>
El domingo cerrado","Los animales favoritos Permitieron: Los gatos Pequeños Perros Perros Grandes Acarician las Restricciones: Las restricciones de la casta aplican. ","Tome EEUU 60 al Camino de Gilberto, y a la salida al norte a la Universidad Maneja. Vaya a la izquierda (al oeste) en la Universidad Conduce por centro comercial, y por la marca primero correcto. Los Apartamentos del Tribunal de Covina son adelante en el lado izquierdo próximo Freír Tienda de ultramarinos y Bien Banco de Fargo. ","Tan_Theme.css",""
87,"14FAR","Fairlake","1100 Howe Avenue","Sacramento","CA","95825","(916) 927-0571","(916) 920-8907","fairlake@amcllc.net","Fairlake.jpg","http://www.fairlakeamc.com","Active","$710-$1300","1-3 Dormitorios","&#161;Primero Mes Liberta! &#161;Llame para detalles! ","","Localizado en uno de Sacramento la mayoría de los áreas convenientes, Apartamentos de Fairlake ofrecen vivir cómodo. La comunidad ofrece los interiores espaciosos, tres piscinas que refrescan, inclusive el tamaño Olímpico menor. Los residentes jugar al tenis en uno de cuatro encendió los tribunales, entonces se relajan en el balneario calentado después del igual. Fairlake representa también una pista de voleibol de la arena, Sacramento más grande 24 centro deportivo de hora y campo de juegos de niños. La comunidad de Fairlake representa estudios espaciosos, uno, dos, y tres hogares de apartamento de dormitorio y apartamentos. ","El lunes - el viernes 9:00 a 6:00<br>
El sábado 9:00 a 6:00<br>
El domingo 9:00 to 6:00","Llame por favor Para Detalles","De la Carretera 50, toman el Howe Avda. la salida. Vaya al norte en Howe Avda. Siga Robles Justos pasados Blvd. y la mirada para nosotros a la derecha. ","Tan_Theme.css",""
93,"92WAT","Waterford Place","1055 West Baseline Rd.","Mesa","AZ","85210","(480) 820-8430","(480) 820-2760","waterfordplace@amcllc.net","waterford.jpg","http://www.waterfordplaceamc.com","Active","$679-$849","1-2 Dormitorios","&#161;$149,00 le mueven en! ","","El Lugar de Waterford ofrece los muchos lujos y los servicios que usted espera en vivir despreocupado de apartamento. Todo en una colocación que es ambos conveniente y hermoso. ","El lunes - el viernes 9:00 a 6:00<br>
El sábado 10:00 a 5:00<br>
El domingo cerrado","El gato o el Perro, llaman para restricciones","Localizado en el Alma Educa Rd de Rd y Línea de fondo. Tome US60 a la Escuela del Alma y la vuelta al sur, en la vuelta de la Línea de fondo al este","Blue_Theme.css",""
95,"66LAF","Lafayette Highlands","1076 Carol Lane","Lafayette","CA","94549","(925) 284-2586","(925) 284-4573","lafayettehighlands@amcllc.net","lafayettehighlands.jpg","http://www.lafayettehighlandsapts.com","Active","$1695-$2795","1-2 Dormitorios","&#161;Denos una llamada si usted querr&#237;a una visita! ","","<span style=""font-size: 8.5pt; color: #333333; font-family: Verdana"">Nuestros hogares apenas han sido restaurados hermosamente, Vienen ve nuestras cocinas representantas que incluyen; encimeras de granito, nuevos aparatos negros, y pisos de madera. Venga nade en nuestra piscina que chispea o el balneario después de visitar nuestro centro deportivo de últimos adelanto. Vivir de calidad es apenas 2 minutos de IMPEDIDO, las Carreteras 24 y 680. Viene vivo cuesta arriba entre árboles y vistas hermosos de Monte. Diablo en tierras altas de Lafayette.</span>","El lunes - el viernes 9:00 a 6:00<br>
El sábado 10:00 a 5:00<br>
El domingo 10:00 AM - 5:00 PM </p>","Los animales favoritos Permitieron: Los gatos Pequeños Perros Acarician las Restricciones: $250 honorario de animal favorito. ","","Tan_Theme.css",""
96,"67PCA","Palm Chaparral","38441 5th St. West","Palmdale","CA","93551","(661) 273-2677","(661) 273-8056","palmchaparral@amcllc.net","palmchaparral.jpg","http://www.palmchaparralapts.com","Active","los precios tan bajo como $765","El estudio, Un Dormitorios, Dos Dormitorios","&#161;Primer Mes LIBERTA! !!! &#161;Llame para detalles!!! ","","PALMDALE LA MAYORIA DE LAS COMUNIDADES LUJOSAS. . . CHAPARRAL. Rodéelo con ajardinar de recurso-estilo y los servicios más finos ayudarlo a escapar del ritmo agitado de la vida cotidiana. Nuestro personal profesional de la administración va el paso extra a proporcionarle con experiencia viva muy cómoda. Además, la ubicación principal de Chaparral le pone minutos de la autopista, los restaurantes y el Paseo del Valle de Antílope. ¡Venga a la mejor dirección en el pueblo! ","El lunes - el viernes 8:00 a 5:00<br>
El sábado 8:00 a 5:00<br>
El domingo cerrado","Hasta dos animales favoritos, con un peso máximo combinado de no más de cincuenta libras, con nadie animal favorito que pesa más de treinta cinco libras. El depósito: $300 por animal favorito + el alquiler mensual de animal favorito de $25/mo para un animal favorito y $40/mo para dos animales favoritos. ","De la 14 Autopista al norte, sale Bulevar de Palmdale. Gire izquierdo diríjase al oeste. Gire a la izquierda en Calle quinta al oeste. Estamos a la derecha. ","Sage_Theme.css",""
98,"108STC","Stone Creek","1225 West Prospect Rd.","Fort Collins","CO","80526","(970) 221-5328","(970) 221-1721","stonecreek@amcllc.net","stonecreek.jpg","http://www.stonecreekamc.com","Active","$642-771","1-2 Dormitorios","&#161;Tome $500 de su primer mes!!! ","","Bienvenido a Apartamentos de Riachuelo de Piedra, un lugar hermoso vivir. Nuestra propiedad representa ajardinar exuberante en una calma, el ambiente pacífico. Usted gozará los apartamentos espaciosos y a vecinos maravillosos. Nuestra administración y el personal del servicio de mantenimiento están de aquí proporcionarle con el mejor servicio posible. Llame nuestra oficina que arrienda hoy para más información en su nuevo hogar en Apartamentos de Riachuelo de Piedra. ","<span class=""subhead"">Acaricie las Restricciones:</span> $300 depósito, $150 no reembolsable, y $25 alquiler por animal. 60 peso máximo de la lb en perros. ","<span class=""subhead"">Pet Restrictions:</span> $300 deposit, $150 non-refundable, and $25 rent per animal.  60 lb weight limit on dogs.  ","De yo-25: Tome la Perspectiva la salida del Camino. Gire a la izquierda (al oeste). Viaje al oeste en Perspectiva para aproximadamente 6 millas. Gire a la izquierda 0,5 bloque cruce pasado de Perspectiva y Protector. Los Apartamentos del Riachuelo de la piedra son localizados directamente al oeste de Departamento de Colorado de Renta. ","Tan_Theme.css",""
101,"91WSV","Woodstream Village","1230 North Mesa Dr.","Mesa","AZ","85201","(480) 898-0722","(480) 898-8590","woodstreamvillage@amcllc.net","woodstreamvillage.jpg","http://www.woodstreamvillageapartments.com","Active","$675-$775","1-2 Dormitorios","","","La Aldea de Woodstream es una comunidad deleitosa que captura la calidad, la conveniencia y el estilo de vida del lujo que usted merece. Woodstream ofrece espacioso uno y dos hogares de apartamento de dormitorio con muchas características extraordinarias diseñadas para su vivir relajado el placer. ","","Los gatos y los Perros (hasta 50lbs) están bienvenido con un honorario pagado de animal favorito de $300 a $500 (dependiendo del número de animales) y un honorario mensual del alquiler de animal favorito de $20,00 (1 animal favorito) o $30,00 (2 animales favoritos)","","Tan_Theme.css",""
102,"81WLA","West Line","1700 Ontarioville Rd. #71","Hanover Park","IL","60133","(630) 837-2220","(630) 837-2816","westline@amcllc.net","noimage.gif","http://www.westlineapts.com","Active","$610 - $870","El estudio 1-2 Dormitorios","","","Tenga la conveniencia de andar a compras, las escuelas. Salga su coche en casa y la caminata a la estación del tren de METRA. Garajes compartidos disponibles. Vivir económico de apartamento incluye gas de calor y cocina. Cierre a la autopista de Elgin O’Hare con la conexión T... ","","Los gatos y los Perros permitieron","","Tan_Theme.css",""
58,"74JOR","Jordanaire","2000 W. 7800 S. ","West Jordan","UT","84088","(801)255-9457","","jordanaire@amcllc.net","noimage.gif","http://www.amcapartments.com","Active","","","","","","","","","Tan_Theme.css",""
110,"150ELC","El Chapparal","2153 Sutro Street","Reno","NV","89512","(775) 348-8535","(775) 348-8550","elchapparal@amcllc.net","elchapparal.jpg","http://www.amcapartments.com","Active","$600 - $700","","","","","","","","Tan_Theme.css",""
61,"48SWA","Silverwood","3050 S. Nellis Blvd.","Las Vegas","NV","89121","(702)641-0581","(702)641-0583","silverwood@amcllc.net","silverwood.jpg","http://www.silverwoodapts.com","Active","$740-$1015","1, 2 o 3 Dormitorio","","","Silverwood, le da la bienvenida en casa a una vida del estilo en un valor increíble. Ofrecemos completamente applianced, planos espaciosos quedar su cada necesidad que recorre de uno, dos, o tres hogares de apartamento de dormitorio. Silverwood es un gran lugar de llamar en casa con un personal profesional dedicado, para darle pedazo de la mente con nuestra 24 hora en el equipo de la conservación de la llamada. Relájese en nuestra piscina que chispea, o nuestro balneario calentado interior o consigue el ataque en nuestros últimos adelanto 24 centro deportivo de hora, para denominar apenas algunos de nuestros servicios. Silverwood es más que un lugar de vivirlo es un lugar de llamar en casa. ","El lunes - el viernes 8:30 a 5:30<br>
El sábado 9:00 a 5:00<br>
El domingo 9:00 a 5:00","Los animales favoritos Aceptaron","Tome EEUU-95 a la Carretera del Canto Rodado. Vaya al sur al Flamenco; la vuelta dejó, entonces dejó en Nellis. Estamos a la derecha. ","Tan_Theme.css",""
145,"15FRE","Fremont Glen","889 Mowery Ave","Fremont","CA","94536","(510)792-7070","(510)792-7663","fremontglen@amcllc.net","fremontglen.jpg","http://www.fremontglenapartments.com","Active","","1-2 Bedrooms","","","Would you like to live in a spacious, private apartment in a beautiful, quiet park where the professional gardening staff takes care of the garden? Would you like your concerns attended to promptly and efficiently by a friendly, professional management staff?<br>
All apartments have fenced patios or decks, dishwashers, cable and convenient covered parking. Fremont Glen has a large clubhouse, swimming pool and a well equipped fitness room. Come and visit Fremont Glen where you will find the apartment you have always wanted. 
","Mon-Fri: 9:00-5:00 <br>
Sat-Sun: 10:00-4:00","","Take 880 to Fremont. Take the Mowry Avenue exit, follow Mowry Avenue east. At the traffic light for Guardino take a left turn directly into Fremont Glen.","",""
82,"63TIM","The Timbers","2520 Santa Clara Street","Hayward","CA","94544","(510)732-9445","(510)732-1479","thetimbers@amcllc.net","the_timbers.jpg","http://www.timberapts.com","Active","$945-$1315","Studio, 1-2 Dormitorios","Los T&#233;rminos del arrendamiento son 6-12 meses","","Nuestra propiedad es localizada convenientemente por el San Puente de Mateo & 880 Autopistas. Enfrente de tiendas de ultramarinos mayores, los restaurantes, y el compras área. Los minutos lejos de premio los restaurantes victoriosos y un paseo mayor. Ofrecemos planos espaciosos extraordinarios. Ofrecemos también un personal amistoso. ","El lunes - el viernes 9:00 a 6:00<br>
El sábado 10:00 a 4:00<br>
El domingo cerrado","Dos gatos interiores $500,00 depositan. ","Nuestra propiedad es localizada convenientemente por el San Puente de Mateo & 880 Autopistas","Tan_Theme.css",""
84,"106CTR","Centerpointe East","15490 Center Ave.","Aurora","CO","80017","(303) 306-0500","(303) 306-1635","centerpointeeast@amcllc.net","centerpointe-east.jpg","http://www.centerpointeeastapts.com","Active","$684-$964","1-2 Dormitorios","&#161;$300 lejos sus primer meses alquilan si usted nos dice usted visto nuestro sitio web!! ","","¡Tenemos hermoso uno- y hogares de dos dormitorios, no ofreciendo nada pero el mejor! ¡Nuestros apartamentos representan las cocinas de diseñador, vestidores grandes y mucho, mucho más! Goce el excursionismo o biking en rastros escénicos apenas fuera de su puerta trasera, o tome un maneja brevemente a una variedad de tiendas y restaurantes. La llamada o la parada por reservar hoy su nuevo hogar. ","El lunes - el viernes 9:00 a 6:00<br>
El sábado 10:00 a 5:00<br>
El domingo cerrado
","Los perros y los Gatos permitieron, las Restricciones de la Casta y un 80 las Peso Máximo. $300 deposit/$150 no reembolsable. ","Yo-225 a la Avenida de Alameda. Vaya al este al camino de Cámaras y gire a la derecha. Continúe 1 bloque para Centrar Pointe al este en el lado Izquierdo. ","Tan_Theme.css",""
88,"59MED","Media Center Villas","1731 Rogers Place","Burbank","CA","91504","(818) 562-1773","(818) 562-1778","mediacentervillas@amcllc.net","media center villas.jpg","http://www.mediacentervillasapts.com","Active","$1210-$1955","1-2-3 Dormitorios","","","LOCALIZADO EN LA BASE DE LOS ESTRIBACIONES HERMOSOS de BURBANK. la ubicación ..our es conveniente a compras, los parques, las escuelas y la recreación. Cierre al yo-5 Autopista. Los medios Casas de campo Centrales ofrecen a un anfitrión de gran servicios tales como un centro deportivo completamente equipados y chispear la piscina para nuestros residentes para gozar. Nuestros hogares nuevamente modelados de nuevo del apartamento ofrecen los aumentos modernos, los armarios espaciosos y alguna oferta gran vistas también. Nuestra ubicación centralizada no puede ser el golpe. ¡Entre o llámenos averiguar hoy más acerca de nuestra comunidad excelente! ","El lunes - el viernes 9:00 a 6:00<br>","<p>Acepte Animal Favorito con $250 Depósito de Animal Favorito y $15 Alquiler Mensual de Animal Favorito</p>","De la 5 Autopista, el Camino de la salida Scott y mantiene dejó. Gire a la izquierda en Grismer y dejó otra vez en Lugar de Rogers. ","Blue_Theme.css",""
89,"69OAK","Oak Hollow","4407 Oak Hollow Drive","Sacramento","CA","95842","(916) 344-1168","(916) 344-1191","oakhollow@amcllc.net","oak hollow.jpg","http://www.oakhollowamc.com","Active","$699-$799","1-2 Dormitorios","","","El roble Ahueca, localizado en Sacramento hermoso, CA., ofrece el área más grande 1 & 2 apartamentos de dormitorio. Algunos de nuestras características interiores incluyen las cocinas completamente equipadas con gamas de gas, el espacio generoso del armario, la luz coloró los interiores, y perjudica apartamentos accesibles. Nuestras características exteriores incluyen dos piscinas que chispean & balnearios, estacionamiento amplio, patios/balcones grandes de jardín, y las facilidades centrales de ropa sucia. Somos localizados convenientemente minutos de la baranda ligera, las autopistas & haciendo de compras. ","El lunes - el viernes 10:00 a 4:00<br>
El sábado 10:00 a 4:00<br>
El domingo 10:00 to 4:00","¡PEQUEÑA Bienvenida de Perros y Gatos! Debe estar bajo 25 lbs. en el peso adulto y tener la prueba de rocío/castra. $400 Depósito cada","De yo-80 toman el Madison Avda. la salida que va al oeste. Gire a la derecha en Hillsdale y dejó en Wallerga. Gire a la derecha en Oakhollow Dr. Mirada para nosotros a la derecha. ","Tan_Theme.css",""
99,"90WCA","Willow Creek","2020 E Broadway Rd.","Tempe","AZ","85282","(480) 968-4924","(480) 968-0458","willowcreek@amcllc.net","willowcreek.jpg","http://www.willowcreekamc.com","Active","$609 - $835","","6-12 Meses","","Bienvenido a Apartamentos de Riachuelo de Sauce. La atención a los detalles es evidente el momento usted entra la comunidad. Los Apartamentos del Riachuelo del sauce son atendidos a por un equipo de profesionales de administración dedicó a hacer su vida en su nuevo hogar como agradable y despreocupado como posible. Nuestra reputación es construida en la experiencia ancha, uncompromised calidad, la receptividad innovadora del estilo y el cliente rivalizó por ninguno. Esto es nuestro compromiso a usted. ","El lunes - el viernes 9:00 a 6:00<br>
El sábado 10:00 a 5:00<br>
El domingo 12:00 PM -  5:00 PM","<span class=""subhead"">Acaricie las Restricciones:</span>  50 libras máximas acarician el peso máximo. Acaricie el honorario de $300. Acaricie el alquiler $25 por mes por la unidad. Dos máximo de animales favoritos. ","Llame por favor los Apartamentos de Riachuelo de Sauce que arriendan la oficina para direcciones. ","Blue_Theme.css",""
66,"43CC1","Crystal Creek","3001 Warm Springs Rd","Henderson","NV","89014","(702) 451-8144","(702) 451-2258","crystalcreek@amcllc.net","crystalcreek.jpg","http://www.crystalcreekapts.com","Active","$810 - $1,100","1x1, 2x2 &amp; 3x2","Llame para Especial","","Los Hogares del Apartamento del Riachuelo del cristal ofrecen espacioso 1, 2 y 3 apartamentos de dormitorio profesionalmente manejado por AMC. Nuestras personas entrenadas son lo que crea ese sentido especial de la comunidad... El calor y la amabilidad que hacen un apartamento un hogar verdadero. Nosotros le damos la bienvenida en casa al Riachuelo del Cristal, el estilo de vida de vivir cómodo espacioso y servicios atentos amistosos de managment. Su nuevo apartamento en casa le aguarda en Riachuelo de Cristal. ","El lunes - el viernes 8:00 a 6:00<br>
El sábado El domingo 9:00 a 4:00<br>
","Llame para Detalles","Vaya al sur en Blvd. de Las Vegas, la vuelta al este (R) en Primaveras Tibias, el rincón de<br />Calente las Primaveras y Avenida Verde de Valle. ","Tan_Theme.css",""
97,"110RP1","Regis Place","4703 West 52nd Ave.","Denver","CO","80212","(303) 477-3905","(303) 477-1707","regisplace@amcllc.net","regisplace.jpg","http://www.regisplaceapts.com","Active","$685-$1330","1-3 Dormitorios","&#161;Llame para especial","","<font face=""Arial"" size=""1"" color=""#333333""><p align=""left"">¡Completamente nuevos hogares! ¿El buscar un rápido y fácil conmuta? ¡Mire no aún más! Pare por y usted sabrá que usted ha encontrado un hogar en Apartamentos de Lugar de Regis. Floorplans grande, patios y balcones privados y nuestro motivo hermosamente ajardinado harán vivir con nosotros el relajar y la experiencia agradable que usted ha estado esperando. Venga véanos, y vuelva a casa hoy.</p></el tipo de letra","<table border=""0""><tbody><tr align=""left""><td>L-V</td><td width=""5""> </td><td valign=""top"">9:00 a 5:30</td></tr><tr align=""left""><td>El sábado</td><td width=""5""> </td><td valign=""top"">10:00 a 5:00</td></tr><tr align=""left""><td>El domingo</td><td width=""5""> </td><td valign=""top"">Por la cita sólo</td></tr><tr align=""left""><td>Otro</td><td width=""5""> </td><td valign=""top"">Usted puede llamar nuestro personal a poner una cita en tiempo.</td></tr></tbody></table>","Los gatos Sólo<br />El depósito: $300>","Yo-70 al oeste, la salida Lowell y va al norte<br />(El derecho). Vaya al oeste (dejó) en Avda 52. y<br />¡Estamos en el lado del mano derecho! !","Tan_Theme.css",""
78,"08CUO","Monterey Village","2120 North Winery, Suite 102","Fresno","CA","93703","(559)251-3033","(559)251-9302","chportfolio@sbcglobal.net","","http://www.amcapartments.com/","Inactive","","","","","","","","","Tan_Theme.css",""
86,"97CRY","Crystal Creek AZ","10 East Bell Road","Phoenix","AZ","85022","(602) 863-0202","(602) 863-0722","crystalcreekaz@amcllc.net","crystal creek az.jpg","http://www.crystalcreekazapts.com/","Active","$554-$834","Studios, 1, &amp; 2 Dormitorios","&#161;Ning&#250;n ALQUILER HASTA 2008!! ","","El Riachuelo del cristal es minutos lejos de trabajo y juego. Ofrecemos planos bien-diseñados y espaciosos que nuevamente han sido modelados de nuevo para satisfacer su cada necesidad. Tome una depresión en uno de nuestras dos piscinas que chispean o se relaja en el balneario. Nuestro centro deportivo está abiertos 24 horas para su placer. Todos hogares del apartamento incluyen arandelas y secadores, todo nuevo paquete repleto de aparato incluye las microondas, y los lavaplatos. Los armarios espaciosos, el almacenamiento y patios privados. ","El lunes - el viernes 9:00 a 6:00<br>
El sábado 10:00 a 5:00<br>
El domingo 12:00 to 4:00","Los animales favoritos dan la bienvenida. Dos animales favoritos por apartamento. Algunas restricciones de la casta aplican. ","De yo-17 al norte, salen el Camino de la Campana al este. Continúe al este un poco más allá de Central. Estamos en el norte rincón oriental de Central y la Campana. De SR-51 salida del norte en el Rd de la Campana. Vaya al oeste nosotros estamos en el rincón del noreste de Central y Rd de Campana. ","Tan_Theme.css",""
92,"38SHA","Sweetwater Heights","2160 Century Blvd","Rock Springs","WY","82901","(307) 382-6281","(307) 352-1272","sweetwaterheights@amcllc.net","sweetwaterheights.jpg","http://www.sweetwaterapts.com","Active","$795-$850","2 Dormitorios","El dep&#243;sito: $600 (o.a.c)","","Su nuevo hogar es localizado convenientemente haciendo de compras cerca, el entretenimiento, cenar, el acceso de autopista y minutos de empleadores mayores. Nuestra ubicación magnífica ofrece usted alivia y la calidad que usted busca en su nuevo hogar. ¡Llámenos planificar hoy una visita personal de Alturas de Sweetwater! ","Martes V 9:00 a 6:00 <br />Sentado 10:00 a 4:00 <br />El sol - Cerrado <br />L - Cerró","2 animales favoritos permitieron. Críe las Restricciones. ","Yo-80, toman la salida 104 Calle del Alce. Gire a la derecha de la vía de salida. ½ Milla hacia abajo el camino gira a la derecha en el Desierto Blvd. Siga el Desierto hasta que se vuelva el Siglo Blvd. Estamos en la cima de la colina en el lado del mano derecho. ","Blue_Theme.css",""
105,"39CRW","Buena Vista","4425 S. Christopherson Way","West Valley City","UT","84120","(801) 969-2582","(801) 957-0951","buenavista@amcllc.net","buenavista.jpg","http://www.buenavistaapts.net","Active","$725-$799","2 Dormitorios","&#161;Venga Vea Nuestros Interiores Hermosamente Modelados de nuevo!! ","","¡Vista de Buena, UNA Comunidad de Su Casa! Viene Ve Nuestro nuevo Aspecto! ¡Modelados de nuevo Dos Apartamentos del Dormitorio que empiezan en $725! Los Dormitorios principales demasiado grandes, Salas de recibo Increíbles, Pintura de Dos-Tono, Modeló de nuevo las Cocinas y los Cuartos de baño, Nuevo Solado, Nuevas Instalaciones Fijas, Nuevos Aparatos, el Parque de 4 acres, Estaciona las Vistas Estacionamiento Disponible y Asignado, Cierra a Compras. $$$ $99 Depósito y ningún alquiler para febrero a las primeras TRES personas para alquilar para febrero $$$. ","El lunes - el viernes 9:00 a 5:00<br>
El sábado 10:00 a 4:00<br>
El domingo cerrado
","Damos la bienvenida sus gatos y los perros hasta 30lbs. $300 depósito de animal favorito y $35 alquiler mensual de animal favorito. ","De yo-215, salen en 4700 al sur. Diríjase al oeste a 4000 al oeste. Gire a la derecha. Siga al Decano Dr. (4385 al sur). Gire a la derecha. Siga acerca de un bloque a la Vista de Buena en su derecho. ","Tan_Theme.css",""
108,"88WDM","Windemere","2020 E. Inverness Ave.","Mesa","AZ","85204","(480) 497-9416","(480) 497-9203","windermere@amcllc.net","windemere.jpg","http://www.windemereamc.com","Active","$650-$885","1 &amp; 2 Dormitorios","&#161;Hasta 6 Semanas Liberta!! ","","En Windemere en la Mesa, Arizona usted encontrará el acceso fácil a caminos mayores, el acceso conveniente a ASU y actividades de campus, a Aeropuerto de PHX, y al Valle Oriental. Compras, los encuentros deportivos comedores y mayores son todo cerca. ","El lunes - el viernes 9:00 a 6:00<br>
El sábado 10:00 a 5:00<br>
El domingo 12:00 pm - 5:00 pm</p><p> </p>","<p>50 peso máximo de lbs, limitado a 2 animales favoritos </p><p>$300 Honorario no reembolsable del Animal Favorito para 1 Animal Favorito, $500 Honorario no reembolsable de Animal Favorito para 2 Animales Favoritos. </p><p>$20 Alquiler Mensual del Animal Favorito para 1 Animal Favorito, $30 Alquiler Mensual de Animal Favorito para 2 Animales Favoritos</p>","¡Llame Para Direcciones!!! ","Blue_Theme.css",""
111,"152HCA","Harvard Court","1300 Harvard Way","Reno","NV","89502","(775) 322-5335","","harvardcourt@amcllc.net","harvardcourt.jpg","http://www.amcapartments.com","Active","from $775","","","","","","","","Tan_Theme.css",""
123,"201LPP","Las Vistas","1010 N 48th Street","Phoenix","AZ","85008","(602)286-6060","(602)273-1871","lasvistas@amcllc.net","lasvistas.jpg","http://www.lasvistasapts.com","Active","$575-$675","1-2 Dormitorios","$99,00 mueven en la llamada especial para detalles","","Bienvenido a Vistas de Las en el Parque de Papago, una comunidad maravillosa de apartamento con todo que usted busca. Goce el vivir de conservación liberta y las piscinas que chispean. En Vistas de Las en el Parque de Papago usted es cercano a todo transporte, las compras y el entretenimiento. Con una gran variedad de disposiciones de apartamento para escoger de, para hay un hogar perfecto para usted en Vistas de Las en el Parque de Papago. ","El lunes - el viernes 8:30 a 5:30<br>
El sábado 10:00 a 5:00<br>
El domingo 12:00 PM - 4:00 PM ","Gatos <br />Pequeños Perros <br />Todo esterilizó/castró de animales favoritos","Del Estado Dirige 143: la salida correcta en el Camino de McDowell. Gire al sur (correcto) en la Calle 48. Vistas de Las en el Parque de Papago estarán en su derecho. ","Tan_Theme.css",""
139,"121LOW","Lowry Village","9913 E 1st Ave","Aurora","CO","80010","(303)341-1931","(303)341-5254","lowryvillage@amcllc.net","lowryvillage.jpg","http://www.lowryvillage.com","Active","From $399-$589","1-2 Bedroom","","","Lowry Village is a lifestyle of quiet living. Within this park-like setting are carefully designed apartments with the privacy of a home. This beautifully landscaped community is only minutes from the golf course and a variety of restaurants, major shopping malls, and other facilities. The many amenities include an outdoor heated pool, laundry facilities, and a fitness center. Come home to comfort at Lowry Village. ","M-F: 9:00 AM - 6:00 PM <br>
Sat: 10:00 AM - 5:00 PM <br>
Sun: 12:00 PM - 4:00 PM 
","Cats allowed
Dogs not accepted","From I-70: Take the I-225 exit. I-225 to Sixth Avenue west. Havana Street south. First Avenue west. Lowry Village is on the right.","Blue_Theme.css",""
147,"125LHA","Lowry Heights","8000 E 12th Ave","Denver","CO","80220","(303)329-0503","(303)393-6951","lowryheights@amcllc.net","lowryheights.jpg","http://www.amcapartments.com","Active","$604 - $1130","1-3 Dormitorios","Los animales favoritos Permitieron","","Un lugar usted está orgulloso llamar en casa & el estilo de vida que usted siempre ha querido en Alturas de Lowry. Nuestra ubicación de Lowry le pone donde usted quiere estar con el acceso fácil a compras mayores, cenando y el entretenimiento. Los balcones dejan pasar césped exuberante y árboles hermosos. ¡Pare por hoy! ","El lunes - el viernes 9:00 a 6:00<br>
El sábado 10:00 a 5:00<br>
El domingo   11:00 to 4:00 
","Críe el Depósito de la Restricción: $300 $150 del depósito del animal favorito son completamente reembolsables","De yo-70, toman Quebec la Calle al sur. Prenda a la izquierda Este la Avenida duodécima. Estamos a la derecha. ","",""
118,"72LEV","Le Vail Chateau","3480 S. 300 E.","Salt Lake City","UT","84115","(801) 263-0689","(801) 263-0187","levailchateau@amcllc.net","levailchateau.jpg","http://www.amcapartments.com/","Active","$670 - $675","2 Dormitorios","&#161;Llame hoy para mueve-en especial! ","","<p>¡Enormes 2 Apartamentos del Dormitorio con cocinas de entretenimiento, la pared para tapiar los armarios! ¡El Palacio de Le Vail es una comunidad anticuada que espera usted mover en!</p>","El lunes - el viernes 9:00 a 5:00<br>
El sábado 10:00 a 2:00<br>
El domingo cerrado","Damos la bienvenida sus animales favoritos con apenas un $300 animal favorito deposita y el alquiler mensual de animal favorito de apenas $35. ","<p>Yo- 15 3300 cabeza de S al este a 300E gira a la derecha (al sur) 3480 S a la derecha. La oficina que arrienda es localizada en: 4418 S. 900 W.</p>","Tan_Theme.css",""
119,"154LOM","Loma Vista","1200 W. Cheyenne Ave.","N. Las Vegas","NV","89030","(702) 657-6238","(702) 657-6252","lomavista@amcllc.net","lomavista.jpg","http://www.lomavistavegas.com/","Active","","","6-13 Meses","","Rodeado por vistas majestuosas de montaña al norte, el este y al oeste, y las luces que deslumbran de la tira de Las Vegas al sur, esta ubicación residencial extraordinaria proporciona el último ambiente para el pueblo y el país de talla mundial que viven. ","El lunes - el viernes 8:00 a 6:00<br>
El sábado 9:00 a 5:00<br>
El domingo 10:00 AM - 5:00 PM","$125 depósito. $125 son el honorarios. Deposite reembolsable sobre bueno se muda la inspección. ","Yo-15 A Cheyenne Salen al oeste. Vaya al oeste Aproximadamente 2,5 Millas, Nosotros Estaremos En El Lado Correcto. ","Sage_Theme.css",""
